,date,stadium,pitcher,batter,outs,home_score,away_score,descr,inning,side,bases
1332,2012-10-05,Globe Life Park in Arlington,darviyu01,mclouna01,0,0,0,Field Error,1,top,
1333,2012-10-05,Globe Life Park in Arlington,darviyu01,hardyjj01,0,0,0,Single,1,top,2b
1334,2012-10-05,Globe Life Park in Arlington,darviyu01,davisch02,0,0,1,Strikeout,1,top,1b
1335,2012-10-05,Globe Life Park in Arlington,darviyu01,jonesad01,1,0,1,Pop Out,1,top,1b
1336,2012-10-05,Globe Life Park in Arlington,darviyu01,wietema01,2,0,1,Strikeout,1,top,1b
1337,2012-10-05,Globe Life Park in Arlington,saundjo01,kinslia01,0,0,1,Walk,1,bottom,
1338,2012-10-05,Globe Life Park in Arlington,saundjo01,andruel01,0,0,1,Single,1,bottom,1b
1339,2012-10-05,Globe Life Park in Arlington,saundjo01,hamiljo03,0,0,1,Grounded Into DP,1,bottom,1b3b
1340,2012-10-05,Globe Life Park in Arlington,saundjo01,beltrad01,2,1,1,Flyout,1,bottom,
1341,2012-10-05,Globe Life Park in Arlington,darviyu01,reynoma01,1,1,1,Hit By Pitch,2,top,
1342,2012-10-05,Globe Life Park in Arlington,darviyu01,flahery01,1,1,1,Strikeout,2,top,1b
1343,2012-10-05,Globe Life Park in Arlington,darviyu01,machama01,2,1,1,Groundout,2,top,2b
1344,2012-10-05,Globe Life Park in Arlington,saundjo01,cruzne02,0,1,1,Groundout,2,bottom,
1345,2012-10-05,Globe Life Park in Arlington,saundjo01,napolmi01,1,1,1,Strikeout,2,bottom,1b
1346,2012-10-05,Globe Life Park in Arlington,saundjo01,sotoge01,2,1,1,Strikeout,2,bottom,1b
1347,2012-10-05,Globe Life Park in Arlington,darviyu01,mclouna01,0,1,1,Pop Out,3,top,
1348,2012-10-05,Globe Life Park in Arlington,darviyu01,hardyjj01,1,1,1,Pop Out,3,top,
1349,2012-10-05,Globe Life Park in Arlington,darviyu01,davisch02,2,1,1,Strikeout,3,top,
1350,2012-10-05,Globe Life Park in Arlington,saundjo01,gentrcr01,0,1,1,Field Error,3,bottom,
1351,2012-10-05,Globe Life Park in Arlington,saundjo01,kinslia01,0,1,1,Grounded Into DP,3,bottom,1b
1352,2012-10-05,Globe Life Park in Arlington,saundjo01,andruel01,2,1,1,Single,3,bottom,
1353,2012-10-05,Globe Life Park in Arlington,saundjo01,hamiljo03,2,1,1,Strikeout,3,bottom,1b
1354,2012-10-05,Globe Life Park in Arlington,darviyu01,jonesad01,0,1,1,Flyout,4,top,
1355,2012-10-05,Globe Life Park in Arlington,darviyu01,wietema01,1,1,1,Groundout,4,top,
1356,2012-10-05,Globe Life Park in Arlington,darviyu01,reynoma01,2,1,1,Pop Out,4,top,1b
1357,2012-10-05,Globe Life Park in Arlington,saundjo01,beltrad01,0,1,1,Groundout,4,bottom,
1358,2012-10-05,Globe Life Park in Arlington,saundjo01,cruzne02,1,1,1,Single,4,bottom,
1359,2012-10-05,Globe Life Park in Arlington,saundjo01,napolmi01,1,1,1,Strikeout,4,bottom,1b3b
1360,2012-10-05,Globe Life Park in Arlington,saundjo01,sotoge01,2,1,1,Forceout,4,bottom,1b3b
1361,2012-10-05,Globe Life Park in Arlington,darviyu01,flahery01,0,1,1,Flyout,5,top,
1362,2012-10-05,Globe Life Park in Arlington,darviyu01,machama01,1,1,1,Strikeout,5,top,
1363,2012-10-05,Globe Life Park in Arlington,darviyu01,mclouna01,2,1,1,Groundout,5,top,
1364,2012-10-05,Globe Life Park in Arlington,saundjo01,gentrcr01,0,1,1,Flyout,5,bottom,
1365,2012-10-05,Globe Life Park in Arlington,saundjo01,kinslia01,1,1,1,Single,5,bottom,
1366,2012-10-05,Globe Life Park in Arlington,saundjo01,andruel01,1,1,1,Grounded Into DP,5,bottom,1b
1367,2012-10-05,Globe Life Park in Arlington,darviyu01,hardyjj01,0,1,1,Single,6,top,
1368,2012-10-05,Globe Life Park in Arlington,darviyu01,davisch02,0,1,1,Single,6,top,1b
1369,2012-10-05,Globe Life Park in Arlington,darviyu01,jonesad01,0,1,1,Sac Fly,6,top,1b3b
1370,2012-10-05,Globe Life Park in Arlington,darviyu01,wietema01,1,1,2,Pop Out,6,top,1b
1371,2012-10-05,Globe Life Park in Arlington,saundjo01,hamiljo03,0,1,2,Groundout,6,bottom,
1372,2012-10-05,Globe Life Park in Arlington,saundjo01,beltrad01,1,1,2,Flyout,6,bottom,
1373,2012-10-05,Globe Life Park in Arlington,odayda01,cruzne02,2,1,2,Pop Out,6,bottom,
1374,2012-10-05,Globe Life Park in Arlington,darviyu01,reynoma01,0,1,2,Strikeout,7,top,
1375,2012-10-05,Globe Life Park in Arlington,darviyu01,flahery01,1,1,2,Single,7,top,
1376,2012-10-05,Globe Life Park in Arlington,darviyu01,machama01,1,1,2,Sac Bunt,7,top,1b
1377,2012-10-05,Globe Life Park in Arlington,hollade01,mclouna01,2,1,2,Single,7,top,3b
1378,2012-10-05,Globe Life Park in Arlington,hollade01,hardyjj01,2,1,3,Strikeout,7,top,2b
1379,2012-10-05,Globe Life Park in Arlington,odayda01,napolmi01,1,1,3,Groundout,7,bottom,
1380,2012-10-05,Globe Life Park in Arlington,odayda01,morelmi01,2,1,3,Strikeout,7,bottom,
1381,2012-10-05,Globe Life Park in Arlington,ueharko01,davisch02,0,1,3,Strikeout,8,top,
1382,2012-10-05,Globe Life Park in Arlington,ueharko01,jonesad01,1,1,3,Strikeout,8,top,
1383,2012-10-05,Globe Life Park in Arlington,ueharko01,wietema01,2,1,3,Strikeout,8,top,
1384,2012-10-05,Globe Life Park in Arlington,odayda01,murphda07,0,1,3,Groundout,8,bottom,
1385,2012-10-05,Globe Life Park in Arlington,odayda01,kinslia01,1,1,3,Single,8,bottom,
1386,2012-10-05,Globe Life Park in Arlington,odayda01,andruel01,1,1,3,Groundout,8,bottom,2b
1387,2012-10-05,Globe Life Park in Arlington,matusbr01,hamiljo03,2,1,3,Strikeout,8,bottom,2b
1388,2012-10-05,Globe Life Park in Arlington,johnsji04,beltrad01,0,1,5,Flyout,9,bottom,
1389,2012-10-05,Globe Life Park in Arlington,johnsji04,cruzne02,1,1,5,Single,9,bottom,
1390,2012-10-05,Globe Life Park in Arlington,johnsji04,napolmi01,2,1,5,Walk,9,bottom,2b
1391,2012-10-05,Globe Life Park in Arlington,johnsji04,profaju01,2,1,5,Single,9,bottom,1b2b
1392,2012-10-05,Globe Life Park in Arlington,johnsji04,murphda07,2,1,5,Flyout,9,bottom,1b2b3b
1393,2012-10-05,Turner Field,medlekr01,jayjo02,0,0,0,Strikeout,1,top,
1394,2012-10-05,Turner Field,medlekr01,beltrca01,1,0,0,Strikeout,1,top,
1395,2012-10-05,Turner Field,medlekr01,hollima01,2,0,0,Hit By Pitch,1,top,
1396,2012-10-05,Turner Field,medlekr01,craigal01,2,0,0,Groundout,1,top,1b
1397,2012-10-05,Turner Field,lohseky01,bournmi01,0,0,0,Strikeout,1,bottom,
1398,2012-10-05,Turner Field,lohseky01,pradoma01,1,0,0,Groundout,1,bottom,
1399,2012-10-05,Turner Field,lohseky01,heywaja01,2,0,0,Strikeout,1,bottom,
1400,2012-10-05,Turner Field,medlekr01,molinya01,0,0,0,Flyout,2,top,
1401,2012-10-05,Turner Field,medlekr01,freesda01,1,0,0,Strikeout,2,top,
1402,2012-10-05,Turner Field,medlekr01,descada01,2,0,0,Groundout,2,top,
1403,2012-10-05,Turner Field,lohseky01,freemfr01,1,0,0,Strikeout,2,bottom,
1404,2012-10-05,Turner Field,lohseky01,ugglada01,2,0,0,Walk,2,bottom,
1405,2012-10-05,Turner Field,lohseky01,rossda01,2,0,0,Home Run,2,bottom,1b
1406,2012-10-05,Turner Field,lohseky01,simmoan01,2,2,0,Single,2,bottom,
1407,2012-10-05,Turner Field,lohseky01,medlekr01,2,2,0,Bunt Groundout,2,bottom,1b
1408,2012-10-05,Turner Field,medlekr01,kozmape01,0,2,0,Strikeout,3,top,
1409,2012-10-05,Turner Field,medlekr01,lohseky01,1,2,0,Groundout,3,top,
1410,2012-10-05,Turner Field,medlekr01,jayjo02,2,2,0,Pop Out,3,top,
1411,2012-10-05,Turner Field,lohseky01,bournmi01,0,2,0,Single,3,bottom,
1412,2012-10-05,Turner Field,lohseky01,pradoma01,0,2,0,Strikeout,3,bottom,1b
1413,2012-10-05,Turner Field,lohseky01,heywaja01,1,2,0,Flyout,3,bottom,1b
1414,2012-10-05,Turner Field,medlekr01,beltrca01,0,2,0,Single,4,top,
1415,2012-10-05,Turner Field,medlekr01,hollima01,0,2,0,Field Error,4,top,1b
1416,2012-10-05,Turner Field,medlekr01,craigal01,0,2,0,Double,4,top,1b3b
1417,2012-10-05,Turner Field,medlekr01,molinya01,0,2,1,Groundout,4,top,2b3b
1418,2012-10-05,Turner Field,medlekr01,freesda01,1,2,2,Sac Fly,4,top,3b
1419,2012-10-05,Turner Field,medlekr01,descada01,2,2,3,Lineout,4,top,
1420,2012-10-05,Turner Field,lohseky01,freemfr01,0,2,3,Single,4,bottom,
1421,2012-10-05,Turner Field,lohseky01,ugglada01,0,2,3,Groundout,4,bottom,1b
1422,2012-10-05,Turner Field,lohseky01,rossda01,1,2,3,Single,4,bottom,2b
1423,2012-10-05,Turner Field,lohseky01,simmoan01,1,2,3,Batter Interference,4,bottom,1b3b
1424,2012-10-05,Turner Field,lohseky01,medlekr01,2,2,3,Strikeout,4,bottom,1b3b
1425,2012-10-05,Turner Field,medlekr01,kozmape01,0,2,3,Groundout,5,top,
1426,2012-10-05,Turner Field,medlekr01,lohseky01,1,2,3,Flyout,5,top,
1427,2012-10-05,Turner Field,medlekr01,jayjo02,2,2,3,Groundout,5,top,
1428,2012-10-05,Turner Field,lohseky01,bournmi01,0,2,3,Lineout,5,bottom,
1429,2012-10-05,Turner Field,lohseky01,pradoma01,1,2,3,Flyout,5,bottom,
1430,2012-10-05,Turner Field,lohseky01,heywaja01,2,2,3,Flyout,5,bottom,
1431,2012-10-05,Turner Field,medlekr01,beltrca01,0,2,3,Flyout,6,top,
1432,2012-10-05,Turner Field,medlekr01,hollima01,1,2,3,Home Run,6,top,
1433,2012-10-05,Turner Field,medlekr01,craigal01,1,2,4,Groundout,6,top,
1434,2012-10-05,Turner Field,medlekr01,molinya01,2,2,4,Groundout,6,top,
1435,2012-10-05,Turner Field,lohseky01,freemfr01,1,2,4,Single,6,bottom,
1436,2012-10-05,Turner Field,lohseky01,ugglada01,1,2,4,Flyout,6,bottom,1b
1437,2012-10-05,Turner Field,lynnla01,rossda01,2,2,4,Flyout,6,bottom,1b
1438,2012-10-05,Turner Field,medlekr01,freesda01,0,2,4,Field Error,7,top,
1439,2012-10-05,Turner Field,medlekr01,descada01,0,2,4,Sac Bunt,7,top,2b
1440,2012-10-05,Turner Field,ventejo01,carpema01,1,2,5,Single,7,top,2b
1441,2012-10-05,Turner Field,ventejo01,jayjo02,1,2,6,Grounded Into DP,7,top,1b
1442,2012-10-05,Turner Field,mujiced01,simmoan01,0,2,6,Pop Out,7,bottom,
1443,2012-10-05,Turner Field,mujiced01,constjo01,1,2,6,Triple,7,bottom,
1444,2012-10-05,Turner Field,mujiced01,bournmi01,1,2,6,Groundout,7,bottom,3b
1445,2012-10-05,Turner Field,mujiced01,pradoma01,2,3,6,Single,7,bottom,
1446,2012-10-05,Turner Field,rzepcma01,heywaja01,2,3,6,Double,7,bottom,1b
1447,2012-10-05,Turner Field,oflaher01,beltrca01,0,3,6,Groundout,8,top,
1448,2012-10-05,Turner Field,oflaher01,hollima01,1,3,6,Single,8,top,
1449,2012-10-05,Turner Field,oflaher01,craigal01,1,3,6,Single,8,top,1b
1450,2012-10-05,Turner Field,oflaher01,molinya01,1,3,6,Grounded Into DP,8,top,1b2b
1451,2012-10-05,Turner Field,boggsmi01,freemfr01,0,3,6,Walk,8,bottom,
1452,2012-10-05,Turner Field,boggsmi01,ugglada01,0,3,6,Forceout,8,bottom,1b
1453,2012-10-05,Turner Field,boggsmi01,rossda01,1,3,6,Single,8,bottom,1b
1454,2012-10-05,Turner Field,boggsmi01,simmoan01,1,3,6,Pop Out,8,bottom,1b2b
1455,2012-10-05,Turner Field,motteja01,mccanbr01,2,3,6,Walk,8,bottom,2b3b
1456,2012-10-05,Turner Field,motteja01,bournmi01,2,3,6,Strikeout,8,bottom,1b2b3b
1457,2012-10-05,Turner Field,kimbrcr01,robinsh01,0,3,6,Flyout,9,top,
1458,2012-10-05,Turner Field,kimbrcr01,descada01,1,3,6,Flyout,9,top,
1459,2012-10-05,Turner Field,kimbrcr01,kozmape01,2,3,6,Strikeout,9,top,
1460,2012-10-05,Turner Field,motteja01,pradoma01,0,3,6,Groundout,9,bottom,
1461,2012-10-05,Turner Field,motteja01,heywaja01,1,3,6,Flyout,9,bottom,
1462,2012-10-05,Turner Field,motteja01,freemfr01,2,3,6,Double,9,bottom,1b
1463,2012-10-05,Turner Field,motteja01,ugglada01,2,3,6,Groundout,9,bottom,2b3b
0,2012-10-06,Comerica Park,verlaju01,crispco01,0,0,0,Home Run,1,top,
1,2012-10-06,Comerica Park,verlaju01,drewst01,0,0,1,Lineout,1,top,
2,2012-10-06,Comerica Park,verlaju01,cespeyo01,1,0,1,Walk,1,top,
3,2012-10-06,Comerica Park,verlaju01,mossbr01,1,0,1,Strikeout,1,top,1b
4,2012-10-06,Comerica Park,verlaju01,reddijo01,2,0,1,Strikeout,1,top,1b
5,2012-10-06,Comerica Park,parkeja02,jacksau01,0,0,1,Double,1,bottom,
6,2012-10-06,Comerica Park,parkeja02,berryqu01,0,0,1,Single,1,bottom,2b
7,2012-10-06,Comerica Park,parkeja02,cabremi01,0,0,1,Grounded Into DP,1,bottom,1b3b
8,2012-10-06,Comerica Park,parkeja02,fieldpr01,2,1,1,Flyout,1,bottom,
9,2012-10-06,Comerica Park,verlaju01,donaljo02,0,1,1,Flyout,2,top,
10,2012-10-06,Comerica Park,verlaju01,smithse01,1,1,1,Walk,2,top,
11,2012-10-06,Comerica Park,verlaju01,norride01,1,1,1,Forceout,2,top,1b
12,2012-10-06,Comerica Park,verlaju01,pennicl01,2,1,1,Strikeout,2,top,1b
13,2012-10-06,Comerica Park,parkeja02,youngde03,0,1,1,Groundout,2,bottom,
14,2012-10-06,Comerica Park,parkeja02,dirksan01,1,1,1,Flyout,2,bottom,
15,2012-10-06,Comerica Park,parkeja02,peraljh01,2,1,1,Groundout,2,bottom,
16,2012-10-06,Comerica Park,verlaju01,crispco01,0,1,1,Flyout,3,top,
17,2012-10-06,Comerica Park,verlaju01,drewst01,1,1,1,Double,3,top,
18,2012-10-06,Comerica Park,verlaju01,cespeyo01,1,1,1,Groundout,3,top,2b
19,2012-10-06,Comerica Park,verlaju01,mossbr01,2,1,1,Strikeout,3,top,2b
20,2012-10-06,Comerica Park,parkeja02,avilaal01,0,1,1,Strikeout,3,bottom,
21,2012-10-06,Comerica Park,parkeja02,infanom01,1,1,1,Double,3,bottom,
22,2012-10-06,Comerica Park,parkeja02,jacksau01,1,1,1,Pop Out,3,bottom,2b
23,2012-10-06,Comerica Park,parkeja02,berryqu01,2,1,1,Single,3,bottom,2b
24,2012-10-06,Comerica Park,parkeja02,cabremi01,2,2,1,Walk,3,bottom,2b
25,2012-10-06,Comerica Park,parkeja02,fieldpr01,2,2,1,Pop Out,3,bottom,1b2b
26,2012-10-06,Comerica Park,verlaju01,reddijo01,0,2,1,Walk,4,top,
27,2012-10-06,Comerica Park,verlaju01,donaljo02,0,2,1,Strikeout,4,top,1b
28,2012-10-06,Comerica Park,verlaju01,smithse01,1,2,1,Forceout,4,top,1b
29,2012-10-06,Comerica Park,verlaju01,norride01,2,2,1,Pop Out,4,top,1b
30,2012-10-06,Comerica Park,parkeja02,youngde03,0,2,1,Hit By Pitch,4,bottom,
31,2012-10-06,Comerica Park,parkeja02,dirksan01,0,2,1,Flyout,4,bottom,1b
32,2012-10-06,Comerica Park,parkeja02,peraljh01,1,2,1,Strikeout - DP,4,bottom,1b
33,2012-10-06,Comerica Park,verlaju01,pennicl01,0,2,1,Single,5,top,
34,2012-10-06,Comerica Park,verlaju01,crispco01,0,2,1,Flyout,5,top,1b
35,2012-10-06,Comerica Park,verlaju01,drewst01,1,2,1,Strikeout,5,top,1b
36,2012-10-06,Comerica Park,verlaju01,cespeyo01,2,2,1,Forceout,5,top,1b
37,2012-10-06,Comerica Park,parkeja02,avilaal01,0,2,1,Home Run,5,bottom,
38,2012-10-06,Comerica Park,parkeja02,infanom01,0,3,1,Groundout,5,bottom,
39,2012-10-06,Comerica Park,parkeja02,jacksau01,1,3,1,Flyout,5,bottom,
40,2012-10-06,Comerica Park,parkeja02,berryqu01,2,3,1,Strikeout,5,bottom,
41,2012-10-06,Comerica Park,verlaju01,mossbr01,0,3,1,Strikeout,6,top,
42,2012-10-06,Comerica Park,verlaju01,reddijo01,1,3,1,Strikeout,6,top,
43,2012-10-06,Comerica Park,verlaju01,donaljo02,2,3,1,Strikeout,6,top,
44,2012-10-06,Comerica Park,parkeja02,cabremi01,0,3,1,Flyout,6,bottom,
45,2012-10-06,Comerica Park,parkeja02,fieldpr01,1,3,1,Lineout,6,bottom,
46,2012-10-06,Comerica Park,parkeja02,youngde03,2,3,1,Strikeout,6,bottom,
47,2012-10-06,Comerica Park,verlaju01,smithse01,0,3,1,Strikeout,7,top,
48,2012-10-06,Comerica Park,verlaju01,norride01,1,3,1,Strikeout,7,top,
49,2012-10-06,Comerica Park,verlaju01,pennicl01,2,3,1,Walk,7,top,
50,2012-10-06,Comerica Park,verlaju01,crispco01,2,3,1,Groundout,7,top,1b
51,2012-10-06,Comerica Park,parkeja02,dirksan01,0,3,1,Single,7,bottom,
52,2012-10-06,Comerica Park,parkeja02,peraljh01,0,3,1,Strikeout,7,bottom,1b
53,2012-10-06,Comerica Park,parkeja02,avilaal01,1,3,1,Single,7,bottom,1b
54,2012-10-06,Comerica Park,neshepa01,infanom01,1,3,1,Forceout,7,bottom,1b2b
55,2012-10-06,Comerica Park,neshepa01,jacksau01,2,3,1,Strikeout,7,bottom,1b3b
56,2012-10-06,Comerica Park,benoijo01,drewst01,0,3,1,Groundout,8,top,
57,2012-10-06,Comerica Park,benoijo01,cespeyo01,1,3,1,Single,8,top,
58,2012-10-06,Comerica Park,benoijo01,mossbr01,1,3,1,Flyout,8,top,1b
59,2012-10-06,Comerica Park,benoijo01,reddijo01,2,3,1,Strikeout,8,top,1b
60,2012-10-06,Comerica Park,blevije01,garciav01,0,3,1,Lineout,8,bottom,
61,2012-10-06,Comerica Park,blevije01,cabremi01,1,3,1,Flyout,8,bottom,
62,2012-10-06,Comerica Park,blevije01,fieldpr01,2,3,1,Flyout,8,bottom,
63,2012-10-06,AT&T Park,cainma01,phillbr01,0,0,0,Flyout,1,top,
64,2012-10-06,AT&T Park,cainma01,cozarza01,1,0,0,Pop Out,1,top,
65,2012-10-06,AT&T Park,cainma01,vottojo01,2,0,0,Strikeout,1,top,
66,2012-10-06,AT&T Park,cuetojo01,paganan01,0,0,0,Strikeout,1,bottom,
67,2012-10-06,AT&T Park,lecursa01,scutama01,1,0,0,Groundout,1,bottom,
68,2012-10-06,AT&T Park,lecursa01,sandopa01,2,0,0,Groundout,1,bottom,
69,2012-10-06,AT&T Park,cainma01,ludwiry01,0,0,0,Strikeout,2,top,
70,2012-10-06,AT&T Park,cainma01,bruceja01,1,0,0,Double,2,top,
71,2012-10-06,AT&T Park,cainma01,hanigry01,2,0,0,Flyout,2,top,3b
72,2012-10-06,AT&T Park,lecursa01,poseybu01,0,0,0,Strikeout,2,bottom,
73,2012-10-06,AT&T Park,lecursa01,pencehu01,1,0,0,Groundout,2,bottom,
74,2012-10-06,AT&T Park,lecursa01,beltbr01,2,0,0,Walk,2,bottom,
75,2012-10-06,AT&T Park,lecursa01,blancgr01,2,0,0,Double,2,bottom,1b
76,2012-10-06,AT&T Park,lecursa01,crawfbr01,2,0,0,Intent Walk,2,bottom,2b3b
77,2012-10-06,AT&T Park,lecursa01,cainma01,2,0,0,Lineout,2,bottom,1b2b3b
78,2012-10-06,AT&T Park,cainma01,stubbdr01,0,0,0,Single,3,top,
79,2012-10-06,AT&T Park,cainma01,baileho02,0,0,0,Strikeout,3,top,1b
80,2012-10-06,AT&T Park,cainma01,phillbr01,1,0,0,Home Run,3,top,1b
81,2012-10-06,AT&T Park,cainma01,cozarza01,1,0,2,Hit By Pitch,3,top,
82,2012-10-06,AT&T Park,cainma01,vottojo01,1,0,2,Walk,3,top,1b
83,2012-10-06,AT&T Park,cainma01,ludwiry01,1,0,2,Grounded Into DP,3,top,1b2b
84,2012-10-06,AT&T Park,latosma01,paganan01,0,0,2,Flyout,3,bottom,
85,2012-10-06,AT&T Park,latosma01,scutama01,1,0,2,Groundout,3,bottom,
86,2012-10-06,AT&T Park,latosma01,sandopa01,2,0,2,Single,3,bottom,
87,2012-10-06,AT&T Park,latosma01,poseybu01,2,0,2,Groundout,3,bottom,1b
88,2012-10-06,AT&T Park,cainma01,bruceja01,0,0,2,Home Run,4,top,
89,2012-10-06,AT&T Park,cainma01,hanigry01,1,0,3,Flyout,4,top,
90,2012-10-06,AT&T Park,cainma01,stubbdr01,2,0,3,Flyout,4,top,
91,2012-10-06,AT&T Park,latosma01,pencehu01,0,0,3,Field Error,4,bottom,
92,2012-10-06,AT&T Park,latosma01,beltbr01,0,0,3,Double Play,4,bottom,1b
93,2012-10-06,AT&T Park,latosma01,blancgr01,2,0,3,Walk,4,bottom,
94,2012-10-06,AT&T Park,latosma01,crawfbr01,2,0,3,Strikeout,4,bottom,1b
95,2012-10-06,AT&T Park,cainma01,latosma01,0,0,3,Strikeout,5,top,
96,2012-10-06,AT&T Park,cainma01,phillbr01,1,0,3,Pop Out,5,top,
97,2012-10-06,AT&T Park,cainma01,cozarza01,2,0,3,Single,5,top,
98,2012-10-06,AT&T Park,cainma01,vottojo01,2,0,3,Groundout,5,top,1b
99,2012-10-06,AT&T Park,latosma01,paganan01,1,0,3,Single,5,bottom,
100,2012-10-06,AT&T Park,latosma01,scutama01,1,0,3,Forceout,5,bottom,1b
101,2012-10-06,AT&T Park,latosma01,sandopa01,2,0,3,Groundout,5,bottom,1b
102,2012-10-06,AT&T Park,kontoge01,ludwiry01,0,0,3,Strikeout,6,top,
103,2012-10-06,AT&T Park,kontoge01,bruceja01,1,0,3,Lineout,6,top,
104,2012-10-06,AT&T Park,latosma01,poseybu01,0,0,3,Home Run,6,bottom,
105,2012-10-06,AT&T Park,latosma01,pencehu01,0,1,3,Flyout,6,bottom,
106,2012-10-06,AT&T Park,latosma01,beltbr01,1,1,3,Flyout,6,bottom,
107,2012-10-06,AT&T Park,latosma01,blancgr01,2,1,3,Single,6,bottom,
108,2012-10-06,AT&T Park,latosma01,crawfbr01,2,1,3,Pop Out,6,bottom,1b
109,2012-10-06,AT&T Park,kontoge01,hanigry01,0,1,3,Groundout,7,top,
110,2012-10-06,AT&T Park,kontoge01,stubbdr01,1,1,3,Flyout,7,top,
111,2012-10-06,AT&T Park,marshse01,paganan01,1,1,3,Flyout,7,bottom,
112,2012-10-06,AT&T Park,marshse01,scutama01,2,1,3,Lineout,7,bottom,
113,2012-10-06,AT&T Park,affelje01,vottojo01,1,1,3,Groundout,8,top,1b
114,2012-10-06,AT&T Park,affelje01,ludwiry01,2,1,3,Intent Walk,8,top,2b
115,2012-10-06,AT&T Park,affelje01,bruceja01,2,1,3,Groundout,8,top,1b2b
116,2012-10-06,AT&T Park,broxtjo01,sandopa01,0,1,3,Lineout,8,bottom,
117,2012-10-06,AT&T Park,broxtjo01,poseybu01,1,1,3,Single,8,bottom,
118,2012-10-06,AT&T Park,broxtjo01,pencehu01,1,1,3,Flyout,8,bottom,1b
119,2012-10-06,AT&T Park,broxtjo01,beltbr01,2,1,3,Walk,8,bottom,1b
120,2012-10-06,AT&T Park,broxtjo01,blancgr01,2,1,3,Strikeout,8,bottom,1b2b
121,2012-10-06,AT&T Park,garcija01,hanigry01,1,1,3,Single,9,top,
122,2012-10-06,AT&T Park,garcija01,stubbdr01,1,1,3,Strikeout,9,top,1b
123,2012-10-06,AT&T Park,garcija01,paulxa01,2,1,3,Single,9,top,1b
124,2012-10-06,AT&T Park,garcija01,phillbr01,2,1,3,Single,9,top,1b3b
125,2012-10-06,AT&T Park,garcija01,cozarza01,2,1,4,Strikeout,9,top,3b
126,2012-10-06,AT&T Park,chapmar01,ariasjo01,0,1,5,Single,9,bottom,
127,2012-10-06,AT&T Park,chapmar01,nadyxa01,0,1,5,Walk,9,bottom,2b
128,2012-10-06,AT&T Park,chapmar01,paganan01,0,1,5,Pop Out,9,bottom,1b2b
129,2012-10-06,AT&T Park,chapmar01,scutama01,1,1,5,Walk,9,bottom,1b2b
130,2012-10-06,AT&T Park,chapmar01,sandopa01,1,1,5,Pop Out,9,bottom,1b2b3b
131,2012-10-06,AT&T Park,chapmar01,poseybu01,2,1,5,Strikeout,9,bottom,2b3b
132,2012-10-07,Oriole Park at Camden Yards,hammeja01,suzukic01,0,0,0,Double,1,top,1b
133,2012-10-07,Oriole Park at Camden Yards,hammeja01,canoro01,2,0,1,Flyout,1,top,
134,2012-10-07,Oriole Park at Camden Yards,sabatc.01,mclouna01,0,0,1,Groundout,1,bottom,
135,2012-10-07,Oriole Park at Camden Yards,sabatc.01,hardyjj01,1,0,1,Pop Out,1,bottom,
136,2012-10-07,Oriole Park at Camden Yards,sabatc.01,jonesad01,2,0,1,Groundout,1,bottom,
137,2012-10-07,Oriole Park at Camden Yards,hammeja01,swishni01,0,0,1,Walk,2,top,
138,2012-10-07,Oriole Park at Camden Yards,hammeja01,teixema01,0,0,1,Pop Out,2,top,1b
139,2012-10-07,Oriole Park at Camden Yards,hammeja01,grandcu01,1,0,1,Forceout,2,top,1b
140,2012-10-07,Oriole Park at Camden Yards,hammeja01,martiru01,2,0,1,Pop Out,2,top,1b
141,2012-10-07,Oriole Park at Camden Yards,sabatc.01,wietema01,0,0,1,Pop Out,2,bottom,
142,2012-10-07,Oriole Park at Camden Yards,sabatc.01,reynoma01,1,0,1,Strikeout,2,bottom,
143,2012-10-07,Oriole Park at Camden Yards,sabatc.01,machama01,2,0,1,Strikeout,2,bottom,
144,2012-10-07,Oriole Park at Camden Yards,hammeja01,suzukic01,2,0,1,Strikeout,3,top,
145,2012-10-07,Oriole Park at Camden Yards,sabatc.01,davisch02,0,0,1,Single,3,bottom,
146,2012-10-07,Oriole Park at Camden Yards,sabatc.01,fordle01,0,0,1,Single,3,bottom,1b
147,2012-10-07,Oriole Park at Camden Yards,sabatc.01,andinro01,0,0,1,Sac Bunt,3,bottom,1b2b
148,2012-10-07,Oriole Park at Camden Yards,sabatc.01,mclouna01,1,0,1,Single,3,bottom,2b3b
149,2012-10-07,Oriole Park at Camden Yards,sabatc.01,hardyjj01,1,2,1,Grounded Into DP,3,bottom,1b
150,2012-10-07,Oriole Park at Camden Yards,hammeja01,canoro01,0,2,1,Groundout,4,top,1b
151,2012-10-07,Oriole Park at Camden Yards,hammeja01,swishni01,1,2,1,Walk,4,top,2b
152,2012-10-07,Oriole Park at Camden Yards,hammeja01,teixema01,1,2,1,Single,4,top,1b2b
153,2012-10-07,Oriole Park at Camden Yards,hammeja01,grandcu01,2,2,2,Intent Walk,4,top,3b
154,2012-10-07,Oriole Park at Camden Yards,hammeja01,martiru01,2,2,2,Flyout,4,top,1b3b
155,2012-10-07,Oriole Park at Camden Yards,sabatc.01,jonesad01,0,2,2,Pop Out,4,bottom,
156,2012-10-07,Oriole Park at Camden Yards,sabatc.01,wietema01,1,2,2,Lineout,4,bottom,
157,2012-10-07,Oriole Park at Camden Yards,sabatc.01,reynoma01,2,2,2,Walk,4,bottom,
