date,stadium,pitcher,batter,outs,home_score,away_score,descr,inning,side,bases
2012-10-06,Comerica Park,verlaju01,crispco01,0,0,0,Home Run,1,top,
2012-10-06,Comerica Park,verlaju01,drewst01,0,0,1,Lineout,1,top,
2012-10-06,Comerica Park,verlaju01,cespeyo01,1,0,1,Walk,1,top,
2012-10-06,Comerica Park,verlaju01,mossbr01,1,0,1,Strikeout,1,top,1b
2012-10-06,Comerica Park,verlaju01,reddijo01,2,0,1,Strikeout,1,top,1b
2012-10-06,Comerica Park,parkeja02,jacksau01,0,0,1,Double,1,bottom,
2012-10-06,Comerica Park,parkeja02,berryqu01,0,0,1,Single,1,bottom,2b
2012-10-06,Comerica Park,parkeja02,cabremi01,0,0,1,Grounded Into DP,1,bottom,1b3b
2012-10-06,Comerica Park,parkeja02,fieldpr01,2,1,1,Flyout,1,bottom,
2012-10-06,Comerica Park,verlaju01,donaljo02,0,1,1,Flyout,2,top,
2012-10-06,Comerica Park,verlaju01,smithse01,1,1,1,Walk,2,top,
2012-10-06,Comerica Park,verlaju01,norride01,1,1,1,Forceout,2,top,1b
2012-10-06,Comerica Park,verlaju01,pennicl01,2,1,1,Strikeout,2,top,1b
2012-10-06,Comerica Park,parkeja02,youngde03,0,1,1,Groundout,2,bottom,
2012-10-06,Comerica Park,parkeja02,dirksan01,1,1,1,Flyout,2,bottom,
2012-10-06,Comerica Park,parkeja02,peraljh01,2,1,1,Groundout,2,bottom,
2012-10-06,Comerica Park,verlaju01,crispco01,0,1,1,Flyout,3,top,
2012-10-06,Comerica Park,verlaju01,drewst01,1,1,1,Double,3,top,
2012-10-06,Comerica Park,verlaju01,cespeyo01,1,1,1,Groundout,3,top,2b
2012-10-06,Comerica Park,verlaju01,mossbr01,2,1,1,Strikeout,3,top,2b
2012-10-06,Comerica Park,parkeja02,avilaal01,0,1,1,Strikeout,3,bottom,
2012-10-06,Comerica Park,parkeja02,infanom01,1,1,1,Double,3,bottom,
2012-10-06,Comerica Park,parkeja02,jacksau01,1,1,1,Pop Out,3,bottom,2b
2012-10-06,Comerica Park,parkeja02,berryqu01,2,1,1,Single,3,bottom,2b
2012-10-06,Comerica Park,parkeja02,cabremi01,2,2,1,Walk,3,bottom,2b
2012-10-06,Comerica Park,parkeja02,fieldpr01,2,2,1,Pop Out,3,bottom,1b2b
2012-10-06,Comerica Park,verlaju01,reddijo01,0,2,1,Walk,4,top,
2012-10-06,Comerica Park,verlaju01,donaljo02,0,2,1,Strikeout,4,top,1b
2012-10-06,Comerica Park,verlaju01,smithse01,1,2,1,Forceout,4,top,1b
2012-10-06,Comerica Park,verlaju01,norride01,2,2,1,Pop Out,4,top,1b
2012-10-06,Comerica Park,parkeja02,youngde03,0,2,1,Hit By Pitch,4,bottom,
2012-10-06,Comerica Park,parkeja02,dirksan01,0,2,1,Flyout,4,bottom,1b
2012-10-06,Comerica Park,parkeja02,peraljh01,1,2,1,Strikeout - DP,4,bottom,1b
2012-10-06,Comerica Park,verlaju01,pennicl01,0,2,1,Single,5,top,
2012-10-06,Comerica Park,verlaju01,crispco01,0,2,1,Flyout,5,top,1b
2012-10-06,Comerica Park,verlaju01,drewst01,1,2,1,Strikeout,5,top,1b
2012-10-06,Comerica Park,verlaju01,cespeyo01,2,2,1,Forceout,5,top,1b
2012-10-06,Comerica Park,parkeja02,avilaal01,0,2,1,Home Run,5,bottom,
2012-10-06,Comerica Park,parkeja02,infanom01,0,3,1,Groundout,5,bottom,
2012-10-06,Comerica Park,parkeja02,jacksau01,1,3,1,Flyout,5,bottom,
2012-10-06,Comerica Park,parkeja02,berryqu01,2,3,1,Strikeout,5,bottom,
2012-10-06,Comerica Park,verlaju01,mossbr01,0,3,1,Strikeout,6,top,
2012-10-06,Comerica Park,verlaju01,reddijo01,1,3,1,Strikeout,6,top,
2012-10-06,Comerica Park,verlaju01,donaljo02,2,3,1,Strikeout,6,top,
2012-10-06,Comerica Park,parkeja02,cabremi01,0,3,1,Flyout,6,bottom,
2012-10-06,Comerica Park,parkeja02,fieldpr01,1,3,1,Lineout,6,bottom,
2012-10-06,Comerica Park,parkeja02,youngde03,2,3,1,Strikeout,6,bottom,
2012-10-06,Comerica Park,verlaju01,smithse01,0,3,1,Strikeout,7,top,
2012-10-06,Comerica Park,verlaju01,norride01,1,3,1,Strikeout,7,top,
2012-10-06,Comerica Park,verlaju01,pennicl01,2,3,1,Walk,7,top,
2012-10-06,Comerica Park,verlaju01,crispco01,2,3,1,Groundout,7,top,1b
2012-10-06,Comerica Park,parkeja02,dirksan01,0,3,1,Single,7,bottom,
2012-10-06,Comerica Park,parkeja02,peraljh01,0,3,1,Strikeout,7,bottom,1b
2012-10-06,Comerica Park,parkeja02,avilaal01,1,3,1,Single,7,bottom,1b
2012-10-06,Comerica Park,neshepa01,infanom01,1,3,1,Forceout,7,bottom,1b2b
2012-10-06,Comerica Park,neshepa01,jacksau01,2,3,1,Strikeout,7,bottom,1b3b
2012-10-06,Comerica Park,benoijo01,drewst01,0,3,1,Groundout,8,top,
2012-10-06,Comerica Park,benoijo01,cespeyo01,1,3,1,Single,8,top,
2012-10-06,Comerica Park,benoijo01,mossbr01,1,3,1,Flyout,8,top,1b
2012-10-06,Comerica Park,benoijo01,reddijo01,2,3,1,Strikeout,8,top,1b
2012-10-06,Comerica Park,blevije01,garciav01,0,3,1,Lineout,8,bottom,
2012-10-06,Comerica Park,blevije01,cabremi01,1,3,1,Flyout,8,bottom,
2012-10-06,Comerica Park,blevije01,fieldpr01,2,3,1,Flyout,8,bottom,
2012-10-06,AT&T Park,cainma01,phillbr01,0,0,0,Flyout,1,top,
2012-10-06,AT&T Park,cainma01,cozarza01,1,0,0,Pop Out,1,top,
2012-10-06,AT&T Park,cainma01,vottojo01,2,0,0,Strikeout,1,top,
2012-10-06,AT&T Park,cuetojo01,paganan01,0,0,0,Strikeout,1,bottom,
2012-10-06,AT&T Park,lecursa01,scutama01,1,0,0,Groundout,1,bottom,
2012-10-06,AT&T Park,lecursa01,sandopa01,2,0,0,Groundout,1,bottom,
2012-10-06,AT&T Park,cainma01,ludwiry01,0,0,0,Strikeout,2,top,
2012-10-06,AT&T Park,cainma01,bruceja01,1,0,0,Double,2,top,
2012-10-06,AT&T Park,cainma01,hanigry01,2,0,0,Flyout,2,top,3b
2012-10-06,AT&T Park,lecursa01,poseybu01,0,0,0,Strikeout,2,bottom,
2012-10-06,AT&T Park,lecursa01,pencehu01,1,0,0,Groundout,2,bottom,
2012-10-06,AT&T Park,lecursa01,beltbr01,2,0,0,Walk,2,bottom,
2012-10-06,AT&T Park,lecursa01,blancgr01,2,0,0,Double,2,bottom,1b
2012-10-06,AT&T Park,lecursa01,crawfbr01,2,0,0,Intent Walk,2,bottom,2b3b
2012-10-06,AT&T Park,lecursa01,cainma01,2,0,0,Lineout,2,bottom,1b2b3b
2012-10-06,AT&T Park,cainma01,stubbdr01,0,0,0,Single,3,top,
2012-10-06,AT&T Park,cainma01,baileho02,0,0,0,Strikeout,3,top,1b
2012-10-06,AT&T Park,cainma01,phillbr01,1,0,0,Home Run,3,top,1b
2012-10-06,AT&T Park,cainma01,cozarza01,1,0,2,Hit By Pitch,3,top,
2012-10-06,AT&T Park,cainma01,vottojo01,1,0,2,Walk,3,top,1b
2012-10-06,AT&T Park,cainma01,ludwiry01,1,0,2,Grounded Into DP,3,top,1b2b
2012-10-06,AT&T Park,latosma01,paganan01,0,0,2,Flyout,3,bottom,
2012-10-06,AT&T Park,latosma01,scutama01,1,0,2,Groundout,3,bottom,
2012-10-06,AT&T Park,latosma01,sandopa01,2,0,2,Single,3,bottom,
2012-10-06,AT&T Park,latosma01,poseybu01,2,0,2,Groundout,3,bottom,1b
2012-10-06,AT&T Park,cainma01,bruceja01,0,0,2,Home Run,4,top,
2012-10-06,AT&T Park,cainma01,hanigry01,1,0,3,Flyout,4,top,
2012-10-06,AT&T Park,cainma01,stubbdr01,2,0,3,Flyout,4,top,
2012-10-06,AT&T Park,latosma01,pencehu01,0,0,3,Field Error,4,bottom,
2012-10-06,AT&T Park,latosma01,beltbr01,0,0,3,Double Play,4,bottom,1b
2012-10-06,AT&T Park,latosma01,blancgr01,2,0,3,Walk,4,bottom,
2012-10-06,AT&T Park,latosma01,crawfbr01,2,0,3,Strikeout,4,bottom,1b
2012-10-06,AT&T Park,cainma01,latosma01,0,0,3,Strikeout,5,top,
2012-10-06,AT&T Park,cainma01,phillbr01,1,0,3,Pop Out,5,top,
2012-10-06,AT&T Park,cainma01,cozarza01,2,0,3,Single,5,top,
2012-10-06,AT&T Park,cainma01,vottojo01,2,0,3,Groundout,5,top,1b
2012-10-06,AT&T Park,latosma01,paganan01,1,0,3,Single,5,bottom,
2012-10-06,AT&T Park,latosma01,scutama01,1,0,3,Forceout,5,bottom,1b
2012-10-06,AT&T Park,latosma01,sandopa01,2,0,3,Groundout,5,bottom,1b
2012-10-06,AT&T Park,kontoge01,ludwiry01,0,0,3,Strikeout,6,top,
2012-10-06,AT&T Park,kontoge01,bruceja01,1,0,3,Lineout,6,top,
2012-10-06,AT&T Park,latosma01,poseybu01,0,0,3,Home Run,6,bottom,
2012-10-06,AT&T Park,latosma01,pencehu01,0,1,3,Flyout,6,bottom,
2012-10-06,AT&T Park,latosma01,beltbr01,1,1,3,Flyout,6,bottom,
2012-10-06,AT&T Park,latosma01,blancgr01,2,1,3,Single,6,bottom,
2012-10-06,AT&T Park,latosma01,crawfbr01,2,1,3,Pop Out,6,bottom,1b
2012-10-06,AT&T Park,kontoge01,hanigry01,0,1,3,Groundout,7,top,
2012-10-06,AT&T Park,kontoge01,stubbdr01,1,1,3,Flyout,7,top,
2012-10-06,AT&T Park,marshse01,paganan01,1,1,3,Flyout,7,bottom,
2012-10-06,AT&T Park,marshse01,scutama01,2,1,3,Lineout,7,bottom,
2012-10-06,AT&T Park,affelje01,vottojo01,1,1,3,Groundout,8,top,1b
2012-10-06,AT&T Park,affelje01,ludwiry01,2,1,3,Intent Walk,8,top,2b
2012-10-06,AT&T Park,affelje01,bruceja01,2,1,3,Groundout,8,top,1b2b
2012-10-06,AT&T Park,broxtjo01,sandopa01,0,1,3,Lineout,8,bottom,
2012-10-06,AT&T Park,broxtjo01,poseybu01,1,1,3,Single,8,bottom,
2012-10-06,AT&T Park,broxtjo01,pencehu01,1,1,3,Flyout,8,bottom,1b
2012-10-06,AT&T Park,broxtjo01,beltbr01,2,1,3,Walk,8,bottom,1b
2012-10-06,AT&T Park,broxtjo01,blancgr01,2,1,3,Strikeout,8,bottom,1b2b
2012-10-06,AT&T Park,garcija01,hanigry01,1,1,3,Single,9,top,
2012-10-06,AT&T Park,garcija01,stubbdr01,1,1,3,Strikeout,9,top,1b
2012-10-06,AT&T Park,garcija01,paulxa01,2,1,3,Single,9,top,1b
2012-10-06,AT&T Park,garcija01,phillbr01,2,1,3,Single,9,top,1b3b
2012-10-06,AT&T Park,garcija01,cozarza01,2,1,4,Strikeout,9,top,3b
2012-10-06,AT&T Park,chapmar01,ariasjo01,0,1,5,Single,9,bottom,
2012-10-06,AT&T Park,chapmar01,nadyxa01,0,1,5,Walk,9,bottom,2b
2012-10-06,AT&T Park,chapmar01,paganan01,0,1,5,Pop Out,9,bottom,1b2b
2012-10-06,AT&T Park,chapmar01,scutama01,1,1,5,Walk,9,bottom,1b2b
2012-10-06,AT&T Park,chapmar01,sandopa01,1,1,5,Pop Out,9,bottom,1b2b3b
2012-10-06,AT&T Park,chapmar01,poseybu01,2,1,5,Strikeout,9,bottom,2b3b
2012-10-07,Oriole Park at Camden Yards,hammeja01,suzukic01,0,0,0,Double,1,top,1b
2012-10-07,Oriole Park at Camden Yards,hammeja01,canoro01,2,0,1,Flyout,1,top,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,mclouna01,0,0,1,Groundout,1,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,hardyjj01,1,0,1,Pop Out,1,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,jonesad01,2,0,1,Groundout,1,bottom,
2012-10-07,Oriole Park at Camden Yards,hammeja01,swishni01,0,0,1,Walk,2,top,
2012-10-07,Oriole Park at Camden Yards,hammeja01,teixema01,0,0,1,Pop Out,2,top,1b
2012-10-07,Oriole Park at Camden Yards,hammeja01,grandcu01,1,0,1,Forceout,2,top,1b
2012-10-07,Oriole Park at Camden Yards,hammeja01,martiru01,2,0,1,Pop Out,2,top,1b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,wietema01,0,0,1,Pop Out,2,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,reynoma01,1,0,1,Strikeout,2,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,machama01,2,0,1,Strikeout,2,bottom,
2012-10-07,Oriole Park at Camden Yards,hammeja01,suzukic01,2,0,1,Strikeout,3,top,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,davisch02,0,0,1,Single,3,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,fordle01,0,0,1,Single,3,bottom,1b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,andinro01,0,0,1,Sac Bunt,3,bottom,1b2b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,mclouna01,1,0,1,Single,3,bottom,2b3b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,hardyjj01,1,2,1,Grounded Into DP,3,bottom,1b
2012-10-07,Oriole Park at Camden Yards,hammeja01,canoro01,0,2,1,Groundout,4,top,1b
2012-10-07,Oriole Park at Camden Yards,hammeja01,swishni01,1,2,1,Walk,4,top,2b
2012-10-07,Oriole Park at Camden Yards,hammeja01,teixema01,1,2,1,Single,4,top,1b2b
2012-10-07,Oriole Park at Camden Yards,hammeja01,grandcu01,2,2,2,Intent Walk,4,top,3b
2012-10-07,Oriole Park at Camden Yards,hammeja01,martiru01,2,2,2,Flyout,4,top,1b3b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,jonesad01,0,2,2,Pop Out,4,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,wietema01,1,2,2,Lineout,4,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,reynoma01,2,2,2,Walk,4,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,machama01,2,2,2,Forceout,4,bottom,1b
2012-10-07,Oriole Park at Camden Yards,hammeja01,suzukic01,2,2,2,Strikeout,5,top,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,davisch02,0,2,2,Single,5,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,fordle01,0,2,2,Groundout,5,bottom,1b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,andinro01,1,2,2,Single,5,bottom,2b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,mclouna01,1,2,2,Strikeout,5,bottom,1b3b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,hardyjj01,2,2,2,Forceout,5,bottom,1b3b
2012-10-07,Oriole Park at Camden Yards,hammeja01,canoro01,1,2,2,Groundout,6,top,
2012-10-07,Oriole Park at Camden Yards,hammeja01,swishni01,2,2,2,Single,6,top,
2012-10-07,Oriole Park at Camden Yards,pattotr01,teixema01,2,2,2,Single,6,top,1b
2012-10-07,Oriole Park at Camden Yards,pattotr01,grandcu01,2,2,2,Flyout,6,top,1b2b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,jonesad01,0,2,2,Groundout,6,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,wietema01,1,2,2,Strikeout,6,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,reynoma01,2,2,2,Single,6,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,machama01,2,2,2,Field Error,6,bottom,1b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,davisch02,2,2,2,Flyout,6,bottom,1b2b
2012-10-07,Oriole Park at Camden Yards,pattotr01,martiru01,0,2,2,Walk,7,top,
2012-10-07,Oriole Park at Camden Yards,odayda01,suzukic01,1,2,2,Fielders Choice Out,7,top,2b3b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,fordle01,0,2,2,Groundout,7,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,andinro01,1,2,2,Strikeout,7,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,mclouna01,2,2,2,Groundout,7,bottom,
2012-10-07,Oriole Park at Camden Yards,matusbr01,canoro01,0,2,2,Groundout,8,top,
2012-10-07,Oriole Park at Camden Yards,matusbr01,swishni01,1,2,2,Strikeout,8,top,
2012-10-07,Oriole Park at Camden Yards,matusbr01,teixema01,2,2,2,Walk,8,top,
2012-10-07,Oriole Park at Camden Yards,matusbr01,grandcu01,2,2,2,Strikeout,8,top,1b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,hardyjj01,0,2,2,Double,8,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,jonesad01,0,2,2,Strikeout,8,bottom,2b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,wietema01,1,2,2,Pop Out,8,bottom,2b
2012-10-07,Oriole Park at Camden Yards,sabatc.01,reynoma01,2,2,2,Groundout,8,bottom,2b
2012-10-07,Oriole Park at Camden Yards,johnsji04,martiru01,0,2,2,Home Run,9,top,
2012-10-07,Oriole Park at Camden Yards,johnsji04,suzukic01,0,2,3,Single,9,top,1b3b
2012-10-07,Oriole Park at Camden Yards,johnsji04,canoro01,1,2,4,Double,9,top,1b2b
2012-10-07,Oriole Park at Camden Yards,hunteto02,swishni01,1,2,6,Sac Fly,9,top,3b
2012-10-07,Oriole Park at Camden Yards,hunteto02,teixema01,2,2,7,Groundout,9,top,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,machama01,0,2,7,Groundout,9,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,davisch02,1,2,7,Strikeout,9,bottom,
2012-10-07,Oriole Park at Camden Yards,sabatc.01,fordle01,2,2,7,Double,9,bottom,
2012-10-07,Oriole Park at Camden Yards,roberda08,flahery01,2,2,7,Strikeout,9,bottom,2b
2012-10-07,Comerica Park,fistedo01,crispco01,0,0,0,Strikeout,1,top,
2012-10-07,Comerica Park,fistedo01,drewst01,1,0,0,Pop Out,1,top,
2012-10-07,Comerica Park,fistedo01,cespeyo01,2,0,0,Flyout,1,top,
2012-10-07,Comerica Park,milonto01,jacksau01,0,0,0,Strikeout,1,bottom,
2012-10-07,Comerica Park,milonto01,infanom01,1,0,0,Pop Out,1,bottom,
2012-10-07,Comerica Park,milonto01,cabremi01,2,0,0,Double,1,bottom,
2012-10-07,Comerica Park,milonto01,fieldpr01,2,0,0,Lineout,1,bottom,2b
2012-10-07,Comerica Park,fistedo01,mossbr01,0,0,0,Strikeout,2,top,
2012-10-07,Comerica Park,fistedo01,reddijo01,1,0,0,Strikeout,2,top,
2012-10-07,Comerica Park,fistedo01,donaljo02,2,0,0,Single,2,top,
2012-10-07,Comerica Park,fistedo01,smithse01,2,0,0,Hit By Pitch,2,top,1b
2012-10-07,Comerica Park,fistedo01,kottage01,2,0,0,Strikeout,2,top,1b2b
2012-10-07,Comerica Park,milonto01,youngde03,0,0,0,Flyout,2,bottom,
2012-10-07,Comerica Park,milonto01,peraljh01,1,0,0,Flyout,2,bottom,
2012-10-07,Comerica Park,milonto01,dirksan01,2,0,0,Single,2,bottom,
2012-10-07,Comerica Park,milonto01,garciav01,2,0,0,Walk,2,bottom,2b
2012-10-07,Comerica Park,milonto01,lairdge01,2,0,0,Hit By Pitch,2,bottom,1b2b
2012-10-07,Comerica Park,milonto01,jacksau01,2,0,0,Flyout,2,bottom,1b2b3b
2012-10-07,Comerica Park,fistedo01,pennicl01,0,0,0,Single,3,top,
2012-10-07,Comerica Park,fistedo01,crispco01,0,0,0,Single,3,top,1b
2012-10-07,Comerica Park,fistedo01,drewst01,0,0,0,Strikeout,3,top,1b2b
2012-10-07,Comerica Park,fistedo01,cespeyo01,1,0,0,Single,3,top,1b2b
2012-10-07,Comerica Park,fistedo01,mossbr01,1,0,1,Single,3,top,1b2b
2012-10-07,Comerica Park,fistedo01,reddijo01,2,0,1,Strikeout,3,top,2b3b
2012-10-07,Comerica Park,milonto01,infanom01,0,0,1,Strikeout,3,bottom,
2012-10-07,Comerica Park,milonto01,cabremi01,1,0,1,Double,3,bottom,
2012-10-07,Comerica Park,milonto01,fieldpr01,1,0,1,Single,3,bottom,2b
2012-10-07,Comerica Park,milonto01,youngde03,1,0,1,Groundout,3,bottom,1b3b
2012-10-07,Comerica Park,milonto01,peraljh01,2,1,1,Strikeout,3,bottom,2b
2012-10-07,Comerica Park,fistedo01,donaljo02,0,1,1,Walk,4,top,
2012-10-07,Comerica Park,fistedo01,smithse01,0,1,1,Pop Out,4,top,1b
2012-10-07,Comerica Park,fistedo01,kottage01,1,1,1,Strikeout,4,top,1b
2012-10-07,Comerica Park,fistedo01,pennicl01,2,1,1,Groundout,4,top,1b
2012-10-07,Comerica Park,milonto01,dirksan01,0,1,1,Strikeout,4,bottom,
2012-10-07,Comerica Park,milonto01,garciav01,1,1,1,Groundout,4,bottom,
2012-10-07,Comerica Park,milonto01,lairdge01,2,1,1,Strikeout,4,bottom,
2012-10-07,Comerica Park,fistedo01,crispco01,0,1,1,Lineout,5,top,
2012-10-07,Comerica Park,fistedo01,drewst01,1,1,1,Groundout,5,top,
2012-10-07,Comerica Park,fistedo01,cespeyo01,2,1,1,Groundout,5,top,
2012-10-07,Comerica Park,milonto01,jacksau01,0,1,1,Groundout,5,bottom,
2012-10-07,Comerica Park,milonto01,infanom01,1,1,1,Pop Out,5,bottom,
2012-10-07,Comerica Park,milonto01,cabremi01,2,1,1,Flyout,5,bottom,
2012-10-07,Comerica Park,fistedo01,mossbr01,0,1,1,Hit By Pitch,6,top,
2012-10-07,Comerica Park,fistedo01,reddijo01,0,1,1,Strikeout,6,top,1b
2012-10-07,Comerica Park,fistedo01,donaljo02,1,1,1,Grounded Into DP,6,top,1b
2012-10-07,Comerica Park,milonto01,fieldpr01,0,1,1,Flyout,6,bottom,
2012-10-07,Comerica Park,milonto01,youngde03,1,1,1,Flyout,6,bottom,
2012-10-07,Comerica Park,milonto01,peraljh01,2,1,1,Single,6,bottom,
2012-10-07,Comerica Park,milonto01,dirksan01,2,1,1,Strikeout,6,bottom,1b
2012-10-07,Comerica Park,fistedo01,smithse01,0,1,1,Walk,7,top,
2012-10-07,Comerica Park,fistedo01,kottage01,0,1,1,Sac Bunt,7,top,1b
2012-10-07,Comerica Park,fistedo01,pennicl01,1,1,1,Single,7,top,2b
2012-10-07,Comerica Park,fistedo01,crispco01,1,1,2,Groundout,7,top,1b
2012-10-07,Comerica Park,fistedo01,drewst01,2,1,2,Flyout,7,top,2b
2012-10-07,Comerica Park,doolise01,garciav01,0,1,2,Strikeout,7,bottom,
2012-10-07,Comerica Park,doolise01,lairdge01,1,1,2,Groundout,7,bottom,
2012-10-07,Comerica Park,doolise01,jacksau01,2,1,2,Single,7,bottom,
2012-10-07,Comerica Park,doolise01,infanom01,2,1,2,Single,7,bottom,1b
2012-10-07,Comerica Park,doolise01,cabremi01,2,1,2,Field Error,7,bottom,1b2b
2012-10-07,Comerica Park,doolise01,fieldpr01,2,3,2,Strikeout,7,bottom,1b
2012-10-07,Comerica Park,benoijo01,cespeyo01,0,3,2,Single,8,top,
2012-10-07,Comerica Park,benoijo01,mossbr01,0,3,2,Flyout,8,top,1b
2012-10-07,Comerica Park,benoijo01,reddijo01,1,3,2,Home Run,8,top,
2012-10-07,Comerica Park,benoijo01,donaljo02,1,3,4,Pop Out,8,top,
2012-10-07,Comerica Park,benoijo01,smithse01,2,3,4,Lineout,8,top,
2012-10-07,Comerica Park,cookry01,youngde03,0,3,4,Single,8,bottom,
2012-10-07,Comerica Park,cookry01,peraljh01,0,3,4,Single,8,bottom,1b
2012-10-07,Comerica Park,cookry01,dirksan01,0,3,4,Sac Bunt,8,bottom,1b2b
2012-10-07,Comerica Park,cookry01,berryqu01,1,3,4,Strikeout,8,bottom,2b3b
2012-10-07,Comerica Park,cookry01,avilaal01,2,3,4,Strikeout,8,bottom,3b
2012-10-07,Comerica Park,cokeph01,norride01,0,4,4,Strikeout,9,top,
2012-10-07,Comerica Park,cokeph01,pennicl01,1,4,4,Walk,9,top,
2012-10-07,Comerica Park,cokeph01,crispco01,1,4,4,Forceout,9,top,1b
2012-10-07,Comerica Park,cokeph01,drewst01,2,4,4,Single,9,top,1b
2012-10-07,Comerica Park,albural01,cespeyo01,2,4,4,Groundout,9,top,1b3b
2012-10-07,Comerica Park,balfogr01,jacksau01,0,4,4,Strikeout,9,bottom,
2012-10-07,Comerica Park,balfogr01,infanom01,1,4,4,Single,9,bottom,
2012-10-07,Comerica Park,balfogr01,cabremi01,1,4,4,Single,9,bottom,1b
2012-10-07,Comerica Park,balfogr01,fieldpr01,1,4,4,Intent Walk,9,bottom,1b3b
2012-10-07,Comerica Park,balfogr01,kellydo01,1,4,4,Sac Fly,9,bottom,1b2b3b
2012-10-07,Busch Stadium,wainwad01,werthja01,0,0,0,Strikeout,1,top,
2012-10-07,Busch Stadium,wainwad01,harpebr03,1,0,0,Groundout,1,top,
2012-10-07,Busch Stadium,wainwad01,zimmery01,2,0,0,Strikeout,1,top,
2012-10-07,Busch Stadium,gonzagi01,jayjo02,0,0,0,Strikeout,1,bottom,
2012-10-07,Busch Stadium,gonzagi01,beltrca01,1,0,0,Groundout,1,bottom,
2012-10-07,Busch Stadium,gonzagi01,hollima01,2,0,0,Walk,1,bottom,
2012-10-07,Busch Stadium,gonzagi01,craigal01,2,0,0,Flyout,1,bottom,1b
2012-10-07,Busch Stadium,wainwad01,larocad01,0,0,0,Walk,2,top,
2012-10-07,Busch Stadium,wainwad01,morsemi01,0,0,0,Strikeout,2,top,1b
2012-10-07,Busch Stadium,wainwad01,desmoia01,1,0,0,Single,2,top,1b
2012-10-07,Busch Stadium,wainwad01,espinda01,1,0,0,Strikeout,2,top,1b3b
2012-10-07,Busch Stadium,wainwad01,suzukku01,2,0,0,Single,2,top,1b3b
2012-10-07,Busch Stadium,wainwad01,gonzagi01,2,0,1,Walk,2,top,1b2b
2012-10-07,Busch Stadium,wainwad01,werthja01,2,0,1,Groundout,2,top,1b2b3b
2012-10-07,Busch Stadium,gonzagi01,molinya01,0,0,1,Walk,2,bottom,
2012-10-07,Busch Stadium,gonzagi01,freesda01,0,0,1,Flyout,2,bottom,1b
2012-10-07,Busch Stadium,gonzagi01,descada01,1,0,1,Walk,2,bottom,1b
2012-10-07,Busch Stadium,gonzagi01,kozmape01,1,0,1,Walk,2,bottom,1b2b
2012-10-07,Busch Stadium,gonzagi01,wainwad01,1,0,1,Walk,2,bottom,2b3b
2012-10-07,Busch Stadium,gonzagi01,jayjo02,1,1,1,Sac Fly,2,bottom,1b2b3b
2012-10-07,Busch Stadium,gonzagi01,beltrca01,2,2,1,Flyout,2,bottom,1b2b
2012-10-07,Busch Stadium,wainwad01,harpebr03,0,2,1,Strikeout,3,top,
2012-10-07,Busch Stadium,wainwad01,zimmery01,1,2,1,Single,3,top,
2012-10-07,Busch Stadium,wainwad01,larocad01,1,2,1,Flyout,3,top,1b
2012-10-07,Busch Stadium,wainwad01,morsemi01,2,2,1,Forceout,3,top,1b
2012-10-07,Busch Stadium,gonzagi01,hollima01,0,2,1,Groundout,3,bottom,
2012-10-07,Busch Stadium,gonzagi01,craigal01,1,2,1,Strikeout,3,bottom,
2012-10-07,Busch Stadium,gonzagi01,molinya01,2,2,1,Pop Out,3,bottom,
2012-10-07,Busch Stadium,wainwad01,desmoia01,0,2,1,Single,4,top,
2012-10-07,Busch Stadium,wainwad01,espinda01,0,2,1,Strikeout,4,top,1b
